Resource,MA_natural_gas_combined_cycle,CT_natural_gas_combined_cycle,ME_natural_gas_combined_cycle,MA_solar_pv,CT_onshore_wind,CT_solar_pv,ME_onshore_wind,MA_battery,CT_battery,ME_battery
Zone,1,2,3,1,2,2,3,1,2,3
t37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.16304347826086954,-0.16304347826086954
t130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
t223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434782608695,-0.1630434782608695,-0.16304347826086954
